Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	ribosome biogenesis (GO:0042254)	63/192	5.446463e-15	1.898546e-12	0	0	3.782566e+00	1.242339e+02	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;PAK1IP1;RPLP1;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;FBL;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;GLUL;EIF2A;RPS9;WDR36;RPS7;RPL22;RPS6;RPL13A;RPL37A;RPL24;RPL26;RPL29;RPL28;UBA52;DDX27;RPL12;RPL11;RPL36A;RPL14;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL41;NPM1;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPL27A;RBIS;NOP53
GO_Biological_Process_2021	ncRNA processing (GO:0034470)	63/201	6.007857e-14	1.933144e-11	0	0	3.534063e+00	1.075879e+02	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL9;RPL6;RPL7;THG1L;RPS15;RPS14;FBL;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;WDR36;RPS9;RPS7;RPL22;RPS6;RPL13A;SARS1;RPL37A;RPL24;RPL26;RPL29;RPL28;UBA52;DDX27;KARS1;RPL12;RPL11;RPL36A;RPL14;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL41;ADAT1;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPL27A;HNRNPA2B1;NOP53
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	101/417	3.338062e-13	9.973652e-11	0	0	2.490943e+00	7.156034e+01	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;UBE2D3;DMP1;PLOD2;RPL8;RPL10A;RPL9;FBXO22;RPL6;RPL7;RPS15;TGM1;RPS14;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPL38;RPL37;RPS11;RPS10;RPS13;IGFBP1;RPS9;RPS7;RPS5;RPL22;RPS6;RPSA;PDIA6;EEF1A1;RPL24;RPL26;RPL29;RPL28;UBA52;RPN2;PRKDC;RPN1;RPS4Y1;HSP90B1;C3;EIF4EBP2;IGFBP6;RPL41;ICMT;IGF2;RPS25;RPS28;RPS27;RPL27A;CALU;RPS20;RSL24D1;RPS21;RPS23;RPLP1;RPLP0;IDE;MRPL41;RPL7A;RPLP2;PABPC4;RPL13A;DNAJC3;SARS1;RPL37A;AMTN;VWA1;MATN3;RPL12;RPL11;RPL36A;RRBP1;CST3;RPS15A;RPL14;RPS3;RPL13;SPP2;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;LAMB2;RPL35A;RPL23A;GNMT;MSRB3;NUCB1;P4HB
GO_Biological_Process_2021	gene expression (GO:0010467)	84/356	1.354688e-10	3.777773e-08	0	0	2.394621e+00	5.441125e+01	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPLP0;SCX;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;MRPL41;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPS10;RPS13;UPF2;RPS9;RPS7;PABPC4;RPS5;RPL22;RPS6;RPL13A;RPSA;THOC5;MLF1;EEF1A1;SARS1;DDX39B;NUP50;RPL37A;RPL24;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RRBP1;RPS4Y1;RPS15A;RPL14;RPS3;RPL13;EIF4EBP2;RPL15;RPS2;RPL18;RPS27A;POLR2I;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS25;XAB2;RPS28;MCM3AP;RPS27;HNRNPF;RPL27A;HNRNPA2B1;NOX4;RPS20;RPS21;RSL24D1;RPS23
GO_Biological_Process_2021	ribosome assembly (GO:0042255)	20/50	2.808784e-07	7.343215e-05	0	0	5.095898e+00	7.687338e+01	RPL5;NPM1;RPL3;MTERF3;RPS5;RPLP0;RPL11;MRPS2;RPSA;RPL23A;RPL6;RPS15;RPS14;RPS28;RPS27;RPS19;RPL24;NOP53;RSL24D1;EIF2A
GO_Biological_Process_2021	ribonucleoprotein complex biogenesis (GO:0022613)	19/60	3.009582e-05	7.405343e-03	0	0	3.538529e+00	3.684006e+01	RPL5;NPM1;RPS7;PAK1IP1;RPS6;RPL11;RPL35A;RPL7;RPS15;RPS25;RPS17;RPS28;RPS16;RPS19;RPL14;RPL38;RPL26;RBIS;GLUL
GO_Biological_Process_2021	ribosomal large subunit biogenesis (GO:0042273)	18/57	5.044404e-05	1.172263e-02	0	0	3.523077e+00	3.485960e+01	RPL5;NPM1;RPL3;PAK1IP1;RPLP0;RPL11;RPL35A;RPL23A;RPL10A;RPL6;RPL7;RPL7A;RSL1D1;RPL14;RPL24;RPL26;NOP53;RSL24D1
GO_Biological_Process_2021	3'-phosphoadenosine 5'-phosphosulfate biosynthetic process (GO:0050428)	5/6	1.153521e-04	2.412589e-02	0	0	3.803487e+01	3.448820e+02	SLC35B3;SLC35B2;SLC26A2;PAPSS2;PAPSS1
GO_Biological_Process_2021	purine ribonucleoside bisphosphate biosynthetic process (GO:0034036)	5/6	1.153521e-04	2.412589e-02	0	0	3.803487e+01	3.448820e+02	SLC35B3;SLC35B2;SLC26A2;PAPSS2;PAPSS1
GO_Biological_Process_2021	collagen fibril organization (GO:0030199)	23/89	1.626632e-04	3.240096e-02	0	0	2.661789e+00	2.322099e+01	COLGALT2;COL15A1;COL16A1;DST;COL25A1;COL11A1;COL22A1;COL23A1;LOXL3;P3H2;SCX;PLOD2;P3H4;PLOD1;TGFBR1;GREM1;ADAMTS3;P4HA1;P4HA2;P4HA3;COL9A1;COL9A2;P4HB
GO_Biological_Process_2021	ribosomal small subunit assembly (GO:0000028)	8/17	3.060963e-04	5.820004e-02	0	0	6.767433e+00	5.475943e+01	RPS15;RPS14;RPS28;RPS27;RPS19;PRKDC;RPS5;RPSA
GO_Biological_Process_2021	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)	5/7	3.647658e-04	6.357565e-02	0	0	1.901636e+01	1.505383e+02	AZGP1;HLA-B;HLA-A;HLA-F;HLA-E
GO_Biological_Process_2021	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)	5/7	3.647658e-04	6.357565e-02	0	0	1.901636e+01	1.505383e+02	AZGP1;HLA-B;HLA-A;HLA-F;HLA-E
GO_Biological_Process_2021	ribosomal small subunit biogenesis (GO:0042274)	13/40	4.004829e-04	6.700880e-02	0	0	3.669866e+00	2.870878e+01	NPM1;RPS7;RPS5;RPS6;RPSA;RPS15;RPS14;RPS25;RPS17;RPS28;RPS16;RPS27;RPS19
GO_Biological_Process_2021	peptidyl-proline hydroxylation (GO:0019511)	6/11	6.780978e-04	1.090955e-01	0	0	9.130233e+00	6.661618e+01	EGLN1;P4HA1;P4HA2;P4HA3;P3H2;P4HB
GO_Biological_Process_2021	peptidyl-proline hydroxylation to 4-hydroxy-L-proline (GO:0018401)	5/8	8.791155e-04	1.361978e-01	0	0	1.267685e+01	8.920188e+01	EGLN1;P4HA1;P4HA2;P4HA3;P4HB
GO_Biological_Process_2021	skeletal system development (GO:0001501)	32/158	1.206417e-03	1.802301e-01	0	0	1.940822e+00	1.304252e+01	PKDCC;DLX5;DLX6;PAPSS2;PAPSS1;CLEC3A;EXTL1;ANKH;BGLAP;ALX4;BPNT2;RPL13;SPP2;PITX1;CNMD;NKX3-2;VKORC1;GDF10;NOG;IGF2;BMP8B;GDF3;SULF1;BMP6;TGFBR1;SULF2;SNORC;MMP16;ALPL;CHI3L1;COL9A2;MATN3
GO_Biological_Process_2021	ribosomal large subunit assembly (GO:0000027)	9/25	1.377799e-03	1.987356e-01	0	0	4.282665e+00	2.821106e+01	RPL5;RPL3;RPL11;RPLP0;RPL24;RPL23A;NOP53;RSL24D1;RPL6
GO_Biological_Process_2021	negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)	5/9	1.788287e-03	2.493469e-01	0	0	9.507103e+00	6.014666e+01	GREM1;NOG;PMEPA1;LDLRAD4;DKK1
GO_Biological_Process_2021	regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	15/58	2.117707e-03	2.857538e-01	0	0	2.658734e+00	1.637094e+01	ACVR1;GDF10;GDF15;NOG;BMP8B;LDLRAD4;GDF3;DKK1;GDF5;INHBC;TGFBR1;BMP6;GREM1;PMEPA1;NODAL
GO_Biological_Process_2021	L-alpha-amino acid transmembrane transport (GO:1902475)	9/27	2.548053e-03	3.330783e-01	0	0	3.806382e+00	2.273333e+01	SLC6A5;SLC25A29;SLC6A9;PRAF2;SLC3A2;SLC1A6;SLC6A20;SLC25A12;SLC25A13
GO_Biological_Process_2021	negative regulation of cartilage development (GO:0061037)	6/14	3.233359e-03	3.953117e-01	0	0	5.705426e+00	3.271625e+01	GREM1;CHADL;WNT9A;GDF5;TGFBR1;NKX3-2
GO_Biological_Process_2021	modulation by symbiont of host process (GO:0044003)	5/10	3.234635e-03	3.953117e-01	0	0	7.605252e+00	4.360729e+01	HGS;PGK1;ENO1;RPS27A;UBA52
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	10/33	3.307652e-03	3.953117e-01	0	0	3.310388e+00	1.890733e+01	PDIA3;SEC24A;CANX;HLA-B;IDE;HLA-A;CALR;HLA-F;SEC24D;HLA-E
GO_Biological_Process_2021	aspartate transmembrane transport (GO:0015810)	4/7	4.789666e-03	5.497739e-01	0	0	1.013712e+01	5.414534e+01	LRRC8D;SLC1A6;SLC25A12;SLC25A13
GO_Biological_Process_2021	negative regulation of chondrocyte differentiation (GO:0032331)	6/15	4.862930e-03	5.497739e-01	0	0	5.071203e+00	2.700981e+01	GREM1;CHADL;WNT9A;GDF5;TGFBR1;NKX3-2
GO_Biological_Process_2021	regulation of regulated secretory pathway (GO:1903305)	10/35	5.283316e-03	5.674169e-01	0	0	3.045211e+00	1.596666e+01	RIMS1;SYT4;VPS18;RIMS4;SYT12;RAB15;DTNBP1;SYT13;SYT8;UNC13D
GO_Biological_Process_2021	alpha-amino acid metabolic process (GO:1901605)	12/46	5.290284e-03	5.674169e-01	0	0	2.687900e+00	1.408966e+01	OAT;DDAH1;GPT2;GOT2;NOX4;ALDH18A1;RIMKLA;SLC25A12;GLUL;GLS;GNMT;SLC25A13
GO_Biological_Process_2021	proteoglycan metabolic process (GO:0006029)	8/26	7.541802e-03	7.886839e-01	0	0	3.381992e+00	1.652879e+01	CHST11;CHST10;CHST14;FOXL1;SULF1;CNMD;HS3ST4;SULF2
GO_Biological_Process_2021	glutamine family amino acid metabolic process (GO:0009064)	10/37	8.078927e-03	8.087347e-01	0	0	2.819321e+00	1.358489e+01	ALDH4A1;OAT;DDAH1;TAT;CAD;GOT2;ALDH18A1;RIMKLA;GLUL;GLS
GO_Biological_Process_2021	regulation of translation (GO:0006417)	32/178	8.141387e-03	8.087347e-01	0	0	1.673047e+00	8.048684e+00	RPL5;BTG2;PRKDC;SHMT1;FOXO3;TOB1;FXR1;ENC1;RACK1;EIF4H;RPS3;EIF4B;EIF2A;NPM1;YTHDF3;CIRBP;SAMD4A;RPL13A;EEF2;EIF1;CSDE1;PRR16;EIF3H;RPL26;CALR;VIM;EIF3C;CNOT9;EIF4G3;LSM14A;EIF3D;EIF4G2
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	4/8	8.700230e-03	8.087347e-01	0	0	7.602410e+00	3.606892e+01	HLA-B;HLA-A;HLA-F;HLA-E
GO_Biological_Process_2021	peptidyl-lysine hydroxylation (GO:0017185)	4/8	8.700230e-03	8.087347e-01	0	0	7.602410e+00	3.606892e+01	P3H4;PLOD2;P3H3;PLOD1
GO_Biological_Process_2021	regulation of myeloid leukocyte differentiation (GO:0002761)	4/8	8.700230e-03	8.087347e-01	0	0	7.602410e+00	3.606892e+01	CEBPB;UBASH3B;BGLAP;FOXP1
GO_Biological_Process_2021	epithelial cell morphogenesis (GO:0003382)	6/17	9.800509e-03	8.722453e-01	0	0	4.148696e+00	1.918905e+01	COL15A1;CLDN3;COL22A1;DACT2;SIPA1L3;CNMD
GO_Biological_Process_2021	regulation of receptor recycling (GO:0001919)	6/17	9.800509e-03	8.722453e-01	0	0	4.148696e+00	1.918905e+01	NSF;RAMP3;INPP5F;KIF16B;LAMTOR1;OPTN
GO_Biological_Process_2021	regulation of translational initiation (GO:0006446)	15/68	1.037593e-02	9.028684e-01	0	0	2.155862e+00	9.848553e+00	CEBPB;NPM1;YTHDF2;YTHDF3;EIF1;DNAJC3;DAZL;CSDE1;EIF4H;EIF4EBP2;EIF3H;EIF4EBP3;EIF4G3;EIF4B;EIF4G2
GO_Biological_Process_2021	positive regulation of translation (GO:0045727)	20/100	1.057627e-02	9.028684e-01	0	0	1.905546e+00	8.668599e+00	RPL5;RPS9;NPM1;YTHDF2;YTHDF3;PRKDC;CNBP;CIRBP;SAMD4A;EEF2;YBX3;FXR1;DAZL;RPUSD4;PKM;PRR16;RPL26;VIM;EIF3C;EIF3D
GO_Biological_Process_2021	regulation of ion transmembrane transporter activity (GO:0032412)	10/39	1.189118e-02	9.851191e-01	0	0	2.624587e+00	1.163206e+01	AHCYL1;FXYD4;KCNE5;FXYD2;FHL1;ANK2;FXYD6;PHB2;PTPN3;SCN2B
GO_Biological_Process_2021	cellular zinc ion homeostasis (GO:0006882)	8/28	1.215328e-02	9.851191e-01	0	0	3.043448e+00	1.342208e+01	MT2A;SLC30A5;MT1M;MT1X;SLC39A13;SLC39A7;SLC39A12;MT1E
GO_Biological_Process_2021	carboxylic acid biosynthetic process (GO:0046394)	5/13	1.224628e-02	9.851191e-01	0	0	4.752475e+00	2.092293e+01	NANP;UGDH;CYP2C8;UGP2;SLC35D1
GO_Biological_Process_2021	glial cell-derived neurotrophic factor receptor signaling pathway (GO:0035860)	3/5	1.313328e-02	9.917998e-01	0	0	1.140000e+01	4.939171e+01	GDF15;SULF1;SULF2
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase I (GO:0016479)	3/5	1.313328e-02	9.917998e-01	0	0	1.140000e+01	4.939171e+01	MACROH2A2;MAF1;NOP53
GO_Biological_Process_2021	regulation of voltage-gated sodium channel activity (GO:1905150)	3/5	1.313328e-02	9.917998e-01	0	0	1.140000e+01	4.939171e+01	FGF14;SLMAP;FGF11
GO_Biological_Process_2021	tRNA metabolic process (GO:0006399)	6/18	1.327774e-02	9.917998e-01	0	0	3.802756e+00	1.643424e+01	SARS1;KARS1;ADAT1;DTD1;DTD2;THG1L
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	25/136	1.363934e-02	9.999918e-01	0	0	1.717403e+00	7.375899e+00	RPL5;RPL3;PRKDC;RPLP0;RPL11;RPL6;RPS15;RPS14;RPS19;SNRPD2;EIF4H;RPL38;EIF4B;SF3A2;RPS5;RPSA;RPL23A;XAB2;RPS28;RPS27;DDX39B;RPL24;RSL24D1;NOP53;EIF3A
GO_Biological_Process_2021	organic cyclic compound catabolic process (GO:1901361)	4/9	1.422980e-02	9.999918e-01	0	0	6.081583e+00	2.586143e+01	STS;HSD17B14;ACAA1;CYP2F1
GO_Biological_Process_2021	canonical glycolysis (GO:0061621)	7/24	1.657570e-02	9.999918e-01	0	0	3.132144e+00	1.284122e+01	TPI1;PKM;PGAM1;PGK1;ENO1;PFKP;HK1
GO_Biological_Process_2021	glucose catabolic process to pyruvate (GO:0061718)	7/24	1.657570e-02	9.999918e-01	0	0	3.132144e+00	1.284122e+01	TPI1;PKM;PGAM1;PGK1;ENO1;PFKP;HK1
GO_Biological_Process_2021	antigen processing and presentation of endogenous peptide antigen (GO:0002483)	5/14	1.725347e-02	9.999918e-01	0	0	4.224183e+00	1.714909e+01	AZGP1;HLA-A;IDE;HLA-F;HLA-E
GO_Biological_Process_2021	negative regulation of viral transcription (GO:0032897)	5/14	1.725347e-02	9.999918e-01	0	0	4.224183e+00	1.714909e+01	IFITM3;ZFP36;UBP1;TRIM27;TRIM32
GO_Biological_Process_2021	regulation of gastrulation (GO:0010470)	5/14	1.725347e-02	9.999918e-01	0	0	4.224183e+00	1.714909e+01	PHLDB1;POGLUT1;DAG1;RACK1;SCX
GO_Biological_Process_2021	cytoplasmic translational initiation (GO:0002183)	6/19	1.753289e-02	9.999918e-01	0	0	3.510038e+00	1.419346e+01	EIF3M;EIF3I;EIF4H;EIF3D;EIF3A;EIF4B
GO_Biological_Process_2021	nucleotide-sugar biosynthetic process (GO:0009226)	6/19	1.753289e-02	9.999918e-01	0	0	3.510038e+00	1.419346e+01	UGDH;UGP2;PMM1;SLC35D1;GFPT2;PMM2
GO_Biological_Process_2021	zinc ion homeostasis (GO:0055069)	8/30	1.855436e-02	9.999918e-01	0	0	2.766458e+00	1.103001e+01	MT2A;SLC30A5;MT1M;MT1X;SLC39A13;SLC39A7;SLC39A12;MT1E
GO_Biological_Process_2021	3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427)	7/25	2.076496e-02	9.999918e-01	0	0	2.957968e+00	1.146061e+01	SLC35B3;SLC35B2;SLC26A2;BPNT2;ABHD14B;PAPSS2;PAPSS1
GO_Biological_Process_2021	glycolytic process through glucose-6-phosphate (GO:0061620)	7/25	2.076496e-02	9.999918e-01	0	0	2.957968e+00	1.146061e+01	TPI1;PKM;PGAM1;PGK1;ENO1;PFKP;HK1
