	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
10	prerank	Eukaryotic Translation Elongation R-HSA-156842	-0.9254913042286034	-2.902583651601017	0.0	0.0	0.0	79/90	4.52%	RPS4Y1;RSL24D1;RPS28;RPL36AL;RPS21;RPL36;FAU;RPL35;RPS5;RPL38;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;EEF1D;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;EEF1B2;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;RPL27A;RPL22;RPS6;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;RPS7;RPS3A;RPL7A;RPS23;RPL7;RPL15;EEF1G;RPL23A;EEF2;RPL27;RPL23;RPL6;RPL22L1;RPL4;RPS8;RPL3
11	prerank	Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956	-0.9167685024982614	-2.879382972877634	0.0	0.0	0.0	76/92	4.52%	RPS4Y1;RSL24D1;RPS28;RPL36AL;RPS21;RPL36;FAU;RPL35;RPS5;RPL38;PABPC1;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;RPL27A;RPL22;RPS6;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;RPS7;RPS3A;RPL7A;RPS23;RPL7;RPL15;RPL23A;RPL27;RPL23;RPL6;RPL22L1;RPL4;RPS8;RPL3
12	prerank	Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695	-0.9141274338756742	-2.855987694390338	0.0	0.0	0.0	46/50	8.01%	RPS4Y1;RPS28;EIF3D;RPS21;EIF3M;FAU;RPS5;RPS16;RPS15;EIF3F;RPS29;EIF3G;RPS20;RPS13;RPS10;RPS2;RPS19;EIF3H;EIF3I;RPS27;EIF3K;RPS9;RPS14;RPS12;RPSA;EIF3L;RPS6;EIF3C;RPS17;RPS3;RPS27A;RPS11;RPS15A;RPS25;EIF3E;RPS7;RPS3A;RPS23;EIF2S3;RPS8;EIF3A;EIF2S2;RPS24;RPS4X;EIF2S1;EIF3B
13	prerank	Selenoamino Acid Metabolism R-HSA-2408522	-0.8635399809871896	-2.850850217989723	0.0	0.0	0.0	82/114	4.52%	RPS4Y1;RSL24D1;RPS28;RPL36AL;RPS21;RPL36;FAU;RPL35;RPS5;RPL38;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;LOC102724560;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;NNMT;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;SARS1;UBA52;RPL30;KARS1;RPLP0;RPL39;RPL10A;RPL27A;AHCY;RPL22;RPS6;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;GNMT;RPL13A;RPL21;RPS7;RPS3A;RPL7A;RPS23;RPL7;RPL15;RPL23A;RPL27;RPL23;RPL6;RPL22L1;AIMP1;RPL4;RPS8;RPL3
14	prerank	Ribosomal Scanning And Start Codon Recognition R-HSA-72702	-0.8921482099879947	-2.850462146775156	0.0	0.0	0.0	50/57	8.01%	RPS4Y1;RPS28;EIF3D;RPS21;EIF3M;FAU;RPS5;RPS16;RPS15;EIF3F;RPS29;EIF3G;RPS20;RPS13;RPS10;RPS2;RPS19;EIF3H;EIF3I;RPS27;EIF4B;EIF3K;RPS9;RPS14;RPS12;RPSA;EIF3L;RPS6;EIF3C;EIF4A1;RPS17;RPS3;RPS27A;RPS11;RPS15A;RPS25;EIF3E;RPS7;EIF4A2;RPS3A;RPS23;EIF2S3;RPS8;EIF3A;EIF2S2;RPS24;EIF4H;RPS4X;EIF2S1;EIF3B
15	prerank	Influenza Viral RNA Transcription And Replication R-HSA-168273	-0.8378367542839927	-2.8348228066065237	0.0	0.0	0.0	80/137	4.86%	RPS4Y1;RSL24D1;RPS28;RPL36AL;RPS21;RPL36;FAU;RPL35;RPS5;RPL38;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;IPO5;RPL27A;RPL22;RPS6;GTF2F1;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;RPS7;RPS3A;RPL7A;RPS23;RPL7;RPL15;RPL23A;RPL27;RPL23;POLR2I;RPL6;RPL22L1;RPL4;NUP50;RPS8;RPL3;NUP98
16	prerank	SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	-0.8480464360393835	-2.832009997055927	0.0	0.0	0.0	76/108	4.52%	RPS4Y1;RSL24D1;RPS28;RPL36AL;RPS21;RPL36;FAU;RPL35;RPS5;RPL38;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;RPL27A;RPL22;RPS6;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;RPS7;RPS3A;RPL7A;RPS23;RPL7;RPL15;RPL23A;SEC11A;RPL27;RPL23;RPL6;RPL22L1;RPL4;RPS8;RPL3
17	prerank	Translation Initiation Complex Formation R-HSA-72649	-0.9017682161017639	-2.813980176257409	0.0	0.0	0.0	51/57	8.01%	RPS4Y1;RPS28;EIF3D;RPS21;EIF3M;FAU;RPS5;PABPC1;RPS16;RPS15;EIF3F;RPS29;EIF3G;RPS20;RPS13;RPS10;RPS2;RPS19;EIF3H;EIF3I;RPS27;EIF4B;EIF3K;RPS9;RPS14;RPS12;RPSA;EIF3L;RPS6;EIF3C;EIF4A1;RPS17;RPS3;RPS27A;RPS11;RPS15A;RPS25;EIF3E;RPS7;EIF4A2;RPS3A;RPS23;EIF2S3;RPS8;EIF3A;EIF2S2;RPS24;EIF4H;RPS4X;EIF2S1;EIF3B
18	prerank	mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	-0.8974370199096071	-2.8056978375851123	0.0	0.0	0.0	51/58	8.01%	RPS4Y1;RPS28;EIF3D;RPS21;EIF3M;FAU;RPS5;PABPC1;RPS16;RPS15;EIF3F;RPS29;EIF3G;RPS20;RPS13;RPS10;RPS2;RPS19;EIF3H;EIF3I;RPS27;EIF4B;EIF3K;RPS9;RPS14;RPS12;RPSA;EIF3L;RPS6;EIF3C;EIF4A1;RPS17;RPS3;RPS27A;RPS11;RPS15A;RPS25;EIF3E;RPS7;EIF4A2;RPS3A;RPS23;EIF2S3;RPS8;EIF3A;EIF2S2;RPS24;EIF4H;RPS4X;EIF2S1;EIF3B
19	prerank	Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553	-0.7692529458055889	-2.7284491911170248	0.0	0.0	0.0	84/167	5.95%	RPS4Y1;RSL24D1;RPS28;RPL36AL;RPS21;RPL36;FAU;RPL35;RPS5;RPL38;PABPC1;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;RPL27A;RPL22;RPS6;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;RPS7;RPS3A;RPL7A;RPS23;RPL7;RPL15;CASC3;PSMF1;RPL23A;PSMB8;RPL27;RPL23;UPF2;RPL6;RPL22L1;RPL4;RPS8;RPL3;RPS24;UBC;RBM8A;PSME1
20	prerank	Translation R-HSA-72766	-0.7182077180371165	-2.724515739760257	0.0	0.0	0.0	129/279	9.06%	RPS4Y1;RSL24D1;RPS28;RPL36AL;EIF3D;RPS21;RPL36;EIF3M;FAU;RPL35;RPS5;RPL38;PABPC1;RPS16;RPS15;OXA1L;EIF3F;RPS29;RPL28;RPL18;RPL36A;EEF1D;RPL18A;RPLP2;EIF3G;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;EIF3H;EIF3I;RPL32;RPS27;EIF4B;RPL34;RPL8;RPL14;EEF1B2;RPL29;EIF3K;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;SARS1;UBA52;RPL30;KARS1;RPLP0;RPL39;RPL10A;EIF3L;RPL27A;RPL22;RPS6;EIF3C;EIF4A1;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;EIF3E;RPL13A;MRPL45;RPL21;RPS7;EIF4A2;RPS3A;RPL7A;RPS23;RPL7;RPL15;MRPL53;EEF1G;RPL23A;EIF2S3;SEC11A;EEF2;MRPL49;RPL27;RPL23;MRPL10;TRMT112;MRPL41;PPA1;RPL6;RPL22L1;AIMP1;RPL4;MRPS2;RPS8;RPL3;EIF3A;EIF2S2;DLGAP3;MRPS24;RPS24;MRPL21;MRPL54;EIF4H;EEF1A2;SSR2;WARS1;RPS4X;MRPS33;TARS2;EIF2S1;MRPS27;EIF3B;MRPL37;MRPL11;MRPS21;EEF1A1;SRP72
21	prerank	Influenza Infection R-HSA-168255	-0.7947781935757955	-2.709294009530933	0.0	0.0	0.0	85/157	5.46%	RPS4Y1;RSL24D1;RPS28;RPL36AL;RPS21;RPL36;FAU;RPL35;SLC25A6;RPS5;RPL38;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;IPO5;RPL27A;RPL22;RPS6;GTF2F1;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;CLTA;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;RPS7;RPS3A;RPL7A;RPS23;RPL7;RPL15;RPL23A;RPL27;RPL23;KPNA4;POLR2I;RPL6;RPL22L1;RPL4;NUP50;RPS8;RPL3;NUP98;KPNB1;RPS24
22	prerank	rRNA Processing In Nucleus And Cytosol R-HSA-8868773	-0.7711562184539477	-2.7082441984338037	0.0	0.0	0.0	91/189	7.66%	RPS4Y1;RSL24D1;RPS28;FBL;RPL36AL;RPS21;RPL36;FAU;RPL35;RPS5;RPL38;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;RPL27A;RPL22;RPS6;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;CSNK1E;RPS7;RPS3A;RPL7A;RPS23;LAS1L;RPL7;RPL15;RPL23A;RPL27;RPL23;DIS3;TRMT112;RPL6;RPL22L1;RPL4;RPS8;RPL3;NOP14;RPS24;NOB1;DHX37;IMP4;UTP4;RRP7A;RIOK3;RPS4X;UTP18;XRN2
23	prerank	Cellular Response To Starvation R-HSA-9711097	-0.8147632991135529	-2.6960479490166263	0.0	0.0	0.0	89/152	5.46%	RPS4Y1;RSL24D1;CEBPB;RPS28;RPL36AL;RPS21;RPL36;FAU;DDIT3;RPL35;RPS5;RPL38;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;RPL27A;RPL22;RPS6;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;ATP6V1B2;RRAGD;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;RPS7;RPS3A;RPL7A;RPS23;ATF3;RPL7;RPL15;RPL23A;EIF2S3;RPL27;SESN1;RPL23;LAMTOR1;RPL6;TRIB3;RPL22L1;RPL4;RHEB;RPS8;RPL3;EIF2S2;LAMTOR4;ATP6V0C;RPS24
24	prerank	Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226	-0.7827646689960157	-2.6699415081908504	0.0	0.0	0.0	90/179	7.66%	RPS4Y1;RSL24D1;RPS28;FBL;RPL36AL;RPS21;RPL36;FAU;RPL35;RPS5;RPL38;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;RPL27A;RPL22;RPS6;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;CSNK1E;RPS7;RPS3A;RPL7A;RPS23;LAS1L;RPL7;RPL15;RPL23A;RPL27;RPL23;DIS3;RPL6;RPL22L1;RPL4;RPS8;RPL3;NOP14;RPS24;NOB1;DHX37;IMP4;UTP4;RRP7A;RIOK3;RPS4X;UTP18;XRN2
25	prerank	rRNA Processing R-HSA-72312	-0.7626887555861461	-2.6214029822332323	0.0	0.0	0.0	91/199	7.66%	RPS4Y1;RSL24D1;RPS28;FBL;RPL36AL;RPS21;RPL36;FAU;RPL35;RPS5;RPL38;RPS16;RPS15;RPS29;RPL28;RPL18;RPL36A;RPL18A;RPLP2;RPS20;RPS13;RPS10;RPS2;RPS19;RPL37;RPL32;RPS27;RPL34;RPL8;RPL14;RPL29;RPS9;RPS14;RPL35A;RPL11;RPL31;RPL37A;RPS12;RPSA;UBA52;RPL30;RPLP0;RPL39;RPL10A;RPL27A;RPL22;RPS6;RPS17;RPL9;RPL19;RPLP1;RPL12;RPS3;RPS27A;RPL5;RPL26;RPL41;RPS11;RPS15A;RPS25;RPL13A;RPL21;CSNK1E;RPS7;RPS3A;RPL7A;RPS23;LAS1L;RPL7;RPL15;RPL23A;RPL27;RPL23;DIS3;TRMT112;RPL6;RPL22L1;RPL4;RPS8;RPL3;NOP14;RPS24;NOB1;DHX37;IMP4;UTP4;RRP7A;RIOK3;RPS4X;UTP18;XRN2
26	prerank	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	0.8902719607570565	2.5712457529776866	0.0	0.0	0.0	48/67	5.64%	COL9A1;COL1A1;COL2A1;COL5A2;COL1A2;COL3A1;COL5A1;PCOLCE;COL14A1;COL15A1;COL9A2;COL10A1;COL11A1;COLGALT2;COL11A2;ADAMTS2;COL9A3;P4HA2;PLOD2;P4HA3;P3H3;COL22A1;PLOD1;SERPINH1;COL6A3;COL12A1;COL27A1;COL16A1;COL6A1;P3H2;COL8A2;PCOLCE2;P4HA1;P3H1;COL21A1;COLGALT1;COL6A2;COL13A1;COL4A2;COL4A1;P4HB;COL18A1;COL23A1;ADAMTS3;TLL1;BMP1;COL25A1;ADAMTS14
27	prerank	SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678	-0.8956690780243491	-2.502029116837735	0.0	0.0	0.0	32/47	5.46%	RPS4Y1;RPS28;RPS21;FAU;RPS5;RPS16;RPS15;RPS29;SNRPD2;RPS20;RPS13;RPS10;RPS2;RPS19;RPS27;RPS9;RPS14;RPS12;RPSA;RPS6;RPS17;RPS3;RPS27A;RPS11;RPS15A;RPS25;RPS7;RPS3A;RPS23;SNRPE;RPS8;RPS24
